Dependente;Independente;Modelo;Grupo;R2 medio;Desvio R2;MSE medio;Desvio MSE;Tempo
População beneficiária;Bloco saúde completo;XGBoost;0;0.12963975667953492;0.04974703885745112;0.024944695085287093;0.0007533366682457012;0.01432
População beneficiária;Bloco saúde completo;MLP;0;0.15300220251083374;0.046742913959675725;0.024305151030421256;0.0013790295549567955;0.01432
População beneficiária;Bloco saúde completo;Regressão linear;1;0.04069691609824251;0.0038986028352145747;0.015747173373725297;0.0005973999179280881;0.01389
População beneficiária;Bloco saúde completo;XGBoost;1;-0.025198256969451903;0.03346380793260467;0.016823907569050788;0.0007270096989712371;0.01389
População beneficiária;Bloco saúde completo;MLP;1;0.06632695198059083;0.03327140400766632;0.015321668796241283;0.0006932673629461075;0.01389
População beneficiária;Todos atributos independentes;Regressão linear;0;0.17385916458211687;0.031125963702958344;0.024427720707920115;0.0015372757839531058;0.01718
População beneficiária;Todos atributos independentes;XGBoost;0;0.5172327280044555;0.024222963294058;0.014241367019712925;0.00031289686068636946;0.01718
População beneficiária;Todos atributos independentes;MLP;0;0.28901535272598267;0.0593545757950334;0.021039081364870073;0.0022243411352489235;0.01718
População beneficiária;Todos atributos independentes;Regressão linear;1;0.326568687261625;0.019524437528997657;0.012847442919678678;0.0008154263158035601;0.01899
População beneficiária;Todos atributos independentes;XGBoost;1;0.5534042477607727;0.0183483720629949;0.008505854383111;0.0003306880816593637;0.01899
População beneficiária;Todos atributos independentes;MLP;1;0.3711210012435913;0.0709156837069839;0.012055096216499805;0.001962176914093212;0.01899
Repasse por beneficiário;Idese;Regressão linear;0;0.0017414930778753002;0.0035766575138353927;0.005707890228512245;0.0003969620804090713;0.01084
Repasse por beneficiário;Idese;XGBoost;0;-0.04635288715362549;0.013277284529364056;0.00598568469285965;0.0004615347569183141;0.01084
Repasse por beneficiário;Idese;MLP;0;-0.0031301498413085936;0.0025828132814835;0.005734615493565798;0.0003806160703419786;0.01084
Repasse por beneficiário;Idese;Regressão linear;1;0.02420096702780672;0.01162590658913607;0.0040638277580262215;0.0003390783716357324;0.01004
Repasse por beneficiário;Idese;XGBoost;1;-0.0376530647277832;0.021703852008493403;0.004322974057868123;0.0003847413882342469;0.01004
Repasse por beneficiário;Idese;MLP;1;-0.004989194869995117;0.0045855263137686815;0.004183655977249146;0.0003233368056845564;0.01004
Repasse por beneficiário;Blocos individuais;Regressão linear;0;0.048794930273849846;0.01667279290169384;0.003898708559813039;0.00012859228947713483;0.01146
Repasse por beneficiário;Blocos individuais;XGBoost;0;-0.20913307666778563;0.04152021492257345;0.004955135937780142;0.00019950461203367277;0.01146
Repasse por beneficiário;Blocos individuais;MLP;0;-0.004280352592468261;0.005849613477416199;0.004115929547697306;0.00010699529737103876;0.01146
Repasse por beneficiário;Blocos individuais;Regressão linear;1;0.008289022791901935;0.004034683488156508;0.005755963875341714;0.00044416636620282296;0.01071
Repasse por beneficiário;Blocos individuais;XGBoost;1;-0.25448105335235593;0.019684915571926188;0.007278500311076641;0.0005371921750839275;0.01071
Repasse por beneficiário;Blocos individuais;MLP;1;-0.0014310598373413086;0.0019820959404388953;0.005812589731067419;0.0004516729916648534;0.01071
Repasse por beneficiário;Bloco educação individual;Regressão linear;0;0.013100459259118801;0.010886603549627944;0.0034560499147837922;0.00028313503388882383;0.01382
Repasse por beneficiário;Bloco educação individual;XGBoost;0;-0.06109933853149414;0.04323134469196937;0.003710280079394579;0.0002786662300588841;0.01382
Repasse por beneficiário;Bloco educação individual;MLP;0;-0.007258749008178711;0.009888543485457526;0.0035267053637653588;0.00028159714049562346;0.01382
Repasse por beneficiário;Bloco educação individual;Regressão linear;1;-0.003771463549823295;0.0037090438890424182;0.005682074669153643;0.0005719671361719861;0.01073
Repasse por beneficiário;Bloco educação individual;XGBoost;1;-0.03878087997436523;0.01037031883959259;0.005880232620984316;0.0005958080479220124;0.01073
Repasse por beneficiário;Bloco educação individual;MLP;1;-0.005477690696716308;0.006367013576765516;0.005690020974725485;0.0005573566599383722;0.01073
Repasse por beneficiário;Bloco educaçaõ resumido;Regressão linear;0;0.19616677895481643;0.03534534925100201;0.0020438190872935575;0.00027912053078663513;0.01220
Repasse por beneficiário;Bloco educaçaõ resumido;XGBoost;0;0.16550625562667848;0.06621348503248739;0.002103079203516245;0.00015228103778672453;0.01220
Repasse por beneficiário;Bloco educaçaõ resumido;MLP;0;-0.007293534278869629;0.007174921805518108;0.002555217733606696;0.00027756768718806204;0.01220
Repasse por beneficiário;Bloco educaçaõ resumido;Regressão linear;1;0.03606095446882638;0.010458375370366941;0.0054152429264081245;0.0003109347783746326;0.01288
Repasse por beneficiário;Bloco educaçaõ resumido;XGBoost;1;-0.2036717414855957;0.04136184051916486;0.006753274332731962;0.0002842946876024938;0.01288
Repasse por beneficiário;Bloco educaçaõ resumido;MLP;1;-0.0008485317230224609;0.0007566137934772578;0.005623378790915012;0.00032930110420943914;0.01288
Repasse por beneficiário;Bloco educação completo;Regressão linear;0;0.2646394804592247;0.03049114623054109;0.0021250280248638347;0.00025729277552158727;0.01256
Repasse por beneficiário;Bloco educação completo;XGBoost;0;0.3977621793746948;0.05711138794087625;0.0017322865780442954;0.00019836335398978636;0.01256
Repasse por beneficiário;Bloco educação completo;MLP;0;0.3009121656417847;0.04459315122217908;0.0020253258757293225;0.00029679173836306315;0.01256
Repasse por beneficiário;Bloco educação completo;Regressão linear;1;0.0434183899646847;0.016193285296123034;0.005410462473533879;0.00029841007956760835;0.01186
Repasse por beneficiário;Bloco educação completo;XGBoost;1;-0.20582821369171142;0.03308012110552916;0.006819407548755407;0.00038966136428213746;0.01186
Repasse por beneficiário;Bloco educação completo;MLP;1;0.04651509523391724;0.00994012375519257;0.00539332339540124;0.0002957751325871377;0.01186
Repasse por beneficiário;Bloco renda individual;Regressão linear;0;-0.003402343060769852;0.006285190238880737;0.00552109158681949;0.0003920984809033657;0.01175
Repasse por beneficiário;Bloco renda individual;XGBoost;0;-0.06984431743621826;0.01568434237355634;0.005889673437923193;0.000463606924770471;0.01175
Repasse por beneficiário;Bloco renda individual;MLP;0;-0.009012866020202636;0.008644412062037999;0.00555402273312211;0.0004242606851197152;0.01175
Repasse por beneficiário;Bloco renda individual;Regressão linear;1;0.01089464535340381;0.004393900620663958;0.004619837120902086;0.00011731904882647553;0.01093
Repasse por beneficiário;Bloco renda individual;XGBoost;1;-0.03990869522094727;0.03155891742623131;0.004858745075762272;0.00022590839677303354;0.01093
Repasse por beneficiário;Bloco renda individual;MLP;1;0.006613349914550782;0.015625908861026536;0.004638083279132843;5.2345696429723184e-05;0.01093
Repasse por beneficiário;Bloco renda completo;Regressão linear;0;0.024081183396826855;0.009133548507226964;0.005429109068442389;0.00034654203406027736;0.01264
Repasse por beneficiário;Bloco renda completo;XGBoost;0;-0.33558361530303954;0.06898324129228695;0.0074205524288117886;0.0004837261793370406;0.01264
Repasse por beneficiário;Bloco renda completo;MLP;0;0.02042412757873535;0.004923620681929764;0.005453255586326122;0.00040135405122581773;0.01264
Repasse por beneficiário;Bloco renda completo;Regressão linear;1;0.03468524373659212;0.016509547596896615;0.004639008392045257;0.0002809690138994431;0.01105
Repasse por beneficiário;Bloco renda completo;XGBoost;1;-0.27696130275726316;0.08657877614868913;0.006127607729285956;0.00044231950591558;0.01105
Repasse por beneficiário;Bloco renda completo;MLP;1;0.03492431640625;0.009149639585222698;0.004638782888650894;0.0002865356395700716;0.01105
Repasse por beneficiário;Bloco saúde individual;Regressão linear;0;0.0009901428734671036;0.0024573912951338867;0.004372159153583987;0.0001944228313251699;0.01212
Repasse por beneficiário;Bloco saúde individual;XGBoost;0;-0.07104349136352539;0.029635765573343204;0.0046859938651323315;0.000217210873782714;0.01212
Repasse por beneficiário;Bloco saúde individual;MLP;0;0.000242459774017334;0.0022847713005185065;0.004375350940972566;0.00019270358448861014;0.01212
Repasse por beneficiário;Bloco saúde individual;Regressão linear;1;6.176646795945651e-05;0.001845707911734529;0.005872324491859882;0.0004617996093537219;0.01170
Repasse por beneficiário;Bloco saúde individual;XGBoost;1;-0.0517087459564209;0.011931253949966117;0.0061713260598480705;0.0004199654962618088;0.01170
Repasse por beneficiário;Bloco saúde individual;MLP;1;-0.000958406925201416;0.00283910134180496;0.00587881738319993;0.000469394778476434;0.01170
Repasse por beneficiário;Bloco saaúde resumido;Regressão linear;0;0.022688726001976224;0.009376260713839;0.004273993889388548;0.00017742758227563997;0.01196
Repasse por beneficiário;Bloco saaúde resumido;XGBoost;0;-0.2703688383102417;0.07327474087783532;0.005551706813275814;0.0003356244780357591;0.01196
Repasse por beneficiário;Bloco saaúde resumido;MLP;0;0.016410958766937257;0.03376343927725889;0.0043017007410526276;0.0002331209893331116;0.01196
Repasse por beneficiário;Bloco saaúde resumido;Regressão linear;1;0.007421951974766449;0.003317524010291364;0.005870854066776856;0.0005937166011628878;0.01057
Repasse por beneficiário;Bloco saaúde resumido;XGBoost;1;-0.3026331663131714;0.09963708803551981;0.0076908042654395105;0.0008230585115779942;0.01057
Repasse por beneficiário;Bloco saaúde resumido;MLP;1;0.025580668449401857;0.007024800259629649;0.005764307361096144;0.0005937611140629895;0.01057
Repasse por beneficiário;Bloco saúde completo;Regressão linear;0;0.04836073066133728;0.014221903506357646;0.004159660893770887;0.00020678227798048246;0.01207
Repasse por beneficiário;Bloco saúde completo;XGBoost;0;-0.043451762199401854;0.029974413712491963;0.004562550783157348;0.00027662955755583307;0.01207
Repasse por beneficiário;Bloco saúde completo;MLP;0;0.07200480699539184;0.027829384917032383;0.0040588377509266135;0.00027243870846495604;0.01207
Repasse por beneficiário;Bloco saúde completo;Regressão linear;1;0.013769979907440822;0.009432987841014939;0.00573389227447123;0.0003499622156603381;0.01295
Repasse por beneficiário;Bloco saúde completo;XGBoost;1;-0.13049488067626952;0.04578687261319193;0.006559062097221613;0.00022144296718028248;0.01295
Repasse por beneficiário;Bloco saúde completo;MLP;1;0.01437222957611084;0.02415964023848506;0.0057289467193186285;0.0003449507341833202;0.01295
Repasse por beneficiário;Todos atributos independentes;Regressão linear;0;0.30757838717735514;0.014805835968801185;0.002839952999925492;0.00010987691274407726;0.01711
Repasse por beneficiário;Todos atributos independentes;XGBoost;0;0.36260690689086916;0.03186426962183352;0.002616640506312251;0.00018814334397232666;0.01711
Repasse por beneficiário;Todos atributos independentes;MLP;0;0.24523552656173705;0.16169310769531117;0.003098430531099439;0.0006840234344161742;0.01711
Repasse por beneficiário;Todos atributos independentes;Regressão linear;1;0.08104081989688319;0.013726321133621931;0.005378867753434531;0.0004560586490335243;0.01867
Repasse por beneficiário;Todos atributos independentes;XGBoost;1;0.06346194744110108;0.045657104118489174;0.005472937785089016;0.00042765731451718174;0.01867
Repasse por beneficiário;Todos atributos independentes;MLP;1;0.1272710680961609;0.015475810820755647;0.0051061175763607025;0.0004094883877476407;0.01867
Repasse por população;Idese;Regressão linear;0;0.040924091778571633;0.01053560275349585;0.015419030135708;0.001849809601571355;0.01003
Repasse por população;Idese;XGBoost;0;0.034031593799591066;0.041016905943026344;0.015522640012204648;0.0019233212542573636;0.01003
Repasse por população;Idese;MLP;0;-0.004123544692993164;0.0046760607500447235;0.01615389119833708;0.0020291886782461276;0.01003
Repasse por população;Idese;Regressão linear;1;0.026264432784430115;0.0061159811237662814;0.004503586205506592;0.00027877783991190036;0.01171
Repasse por população;Idese;XGBoost;1;0.013360536098480225;0.01066257628813689;0.004560659546405077;0.00023941785915235894;0.01171
Repasse por população;Idese;MLP;1;-0.004167819023132324;0.005428813485608908;0.004644079972058535;0.00028202205314857863;0.01171
Repasse por população;Blocos individuais;Regressão linear;0;0.04356078323479429;0.020588597610032906;0.015330865996688111;0.0013735087762547832;0.01223
Repasse por população;Blocos individuais;XGBoost;0;-0.08126676082611084;0.06930670625378493;0.01726094614714384;0.0009547376488388381;0.01223
Repasse por população;Blocos individuais;MLP;0;-0.0009705543518066407;0.0010006963570314798;0.016059372387826443;0.0015613805363130244;0.01223
Repasse por população;Blocos individuais;Regressão linear;1;0.07938141082555081;0.003394940699655339;0.006198980115456044;0.00044043689427234297;0.01242
Repasse por população;Blocos individuais;XGBoost;1;-0.10238912105560302;0.04415940833886712;0.0074134690687060354;0.0004624408246359158;0.01242
Repasse por população;Blocos individuais;MLP;1;-0.002360081672668457;0.001979936435857294;0.00674970680847764;0.0004842402306105259;0.01242
Repasse por população;Bloco educação individual;Regressão linear;0;0.002440056937166135;0.028807918562114933;0.013106237427956132;0.0026126294270344325;0.00976
Repasse por população;Bloco educação individual;XGBoost;0;-0.05910799503326416;0.06926335176660751;0.01377798616886139;0.0021188917645999475;0.00976
Repasse por população;Bloco educação individual;MLP;0;-0.009694862365722656;0.004756817616860631;0.013298015482723713;0.002773089126694369;0.00976
Repasse por população;Bloco educação individual;Regressão linear;1;0.0011604550285773563;0.00411385610666893;0.0029978207624872318;0.00010355885733301613;0.01055
Repasse por população;Bloco educação individual;XGBoost;1;-0.021056210994720458;0.012882222517138293;0.00306368381716311;8.699135569952139e-05;0.01055
Repasse por população;Bloco educação individual;MLP;1;-0.010599374771118164;0.010811742308293031;0.003032909845933318;0.000103468787277732;0.01055
Repasse por população;Bloco educação individual;Regressão linear;2;0.05289795641919663;0.014678144697034604;0.005890161150142765;0.00038644822063316095;0.00961
Repasse por população;Bloco educação individual;XGBoost;2;-0.026642918586730957;0.05818070038547712;0.006372768711298704;0.000376577478902703;0.00961
Repasse por população;Bloco educação individual;MLP;2;-0.001969146728515625;0.0034539471919658553;0.00623124772682786;0.00039509615694051397;0.00961
Repasse por população;Bloco educaçaõ resumido;Regressão linear;0;0.11760157395907922;0.0249451383727717;0.01277612237318887;0.0013048641357496524;0.01265
Repasse por população;Bloco educaçaõ resumido;XGBoost;0;0.1541999101638794;0.05875435375425406;0.012186952866613865;0.0008585829192379159;0.01265
Repasse por população;Bloco educaçaõ resumido;MLP;0;0.18971740007400512;0.03942651825468219;0.01171058602631092;0.001107522862108206;0.01265
Repasse por população;Bloco educaçaõ resumido;Regressão linear;1;0.15546942193486704;0.014683987574302488;0.011251859669982106;0.00018497119993665664;0.01327
Repasse por população;Bloco educaçaõ resumido;XGBoost;1;0.11046192646026612;0.03382412336573644;0.01184513121843338;0.00022610348453704876;0.01327
Repasse por população;Bloco educaçaõ resumido;MLP;1;0.18816765546798705;0.020455066610970844;0.010815480910241603;0.00023269474047883754;0.01327
Repasse por população;Bloco educação completo;Regressão linear;0;0.14829245313355435;0.02388994132956975;0.013028021208485493;0.0005617894095319387;0.01161
Repasse por população;Bloco educação completo;XGBoost;0;0.3892435669898987;0.0614147366647532;0.009344998747110367;0.001017497149208188;0.01161
Repasse por população;Bloco educação completo;MLP;0;0.18682520389556884;0.04250559951342459;0.0124202162027359;0.0003574247721440925;0.01161
Repasse por população;Bloco educação completo;Regressão linear;1;0.14973470683350626;0.014754040678613137;0.01019277904754749;0.0005925324825268976;0.01407
Repasse por população;Bloco educação completo;XGBoost;1;0.2953031897544861;0.03720585073161622;0.008440103009343147;0.0005319922447891273;0.01407
Repasse por população;Bloco educação completo;MLP;1;0.16858097314834594;0.015359301527928651;0.009960459358990193;0.0004531641886755771;0.01407
Repasse por população;Bloco renda individual;Regressão linear;0;-0.001202674363016598;0.0010457334881555512;0.004611468795266556;0.00022917746339587972;0.01190
Repasse por população;Bloco renda individual;XGBoost;0;-0.053026556968688965;0.020245545488057782;0.004847181309014559;0.00019747957417909806;0.01190
Repasse por população;Bloco renda individual;MLP;0;-0.0006472587585449219;0.023778238530873064;0.004610851407051086;0.00028628208036304565;0.01190
Repasse por população;Bloco renda individual;Regressão linear;1;0.0069703595356945145;0.010216749230353315;0.01581577169464808;0.0021134419919415105;0.01093
Repasse por população;Bloco renda individual;XGBoost;1;0.028431916236877443;0.028318335560254437;0.015460875257849694;0.001976408536158828;0.01093
Repasse por população;Bloco renda individual;MLP;1;0.09659426212310791;0.015976586185397303;0.014384396187961102;0.0018746429176580248;0.01093
Repasse por população;Bloco renda completo;Regressão linear;0;0.025730299157394422;0.010810362761347302;0.01561108455591996;0.001500351459860176;0.01230
Repasse por população;Bloco renda completo;XGBoost;0;-0.20181727409362793;0.09044367966469244;0.019150392338633537;0.0012227870980620098;0.01230
Repasse por população;Bloco renda completo;MLP;0;-0.0031043529510498048;0.0034068518092519734;0.016062838956713676;0.0014408172694940996;0.01230
Repasse por população;Bloco renda completo;Regressão linear;1;0.136146245346919;0.03288093140267909;0.005968293670475184;0.0006034068822225216;0.01318
Repasse por população;Bloco renda completo;XGBoost;1;-0.08079762458801269;0.047030796262489516;0.007446434535086155;0.0005647090886081402;0.01318
Repasse por população;Bloco renda completo;MLP;1;0.15589984655380248;0.04272776691882967;0.005834743473678827;0.0006499463359415119;0.01318
Repasse por população;Bloco saúde individual;Regressão linear;0;0.06983580448866325;0.03319622075071713;0.004804461188731556;0.00022163374664032034;0.00952
Repasse por população;Bloco saúde individual;XGBoost;0;0.016320407390594482;0.031852617164108775;0.005088744033128023;0.0003630058333274997;0.00952
Repasse por população;Bloco saúde individual;MLP;0;0.05847489833831787;0.03540032588507568;0.004861340578645468;0.0001899291684229566;0.00952
Repasse por população;Bloco saúde individual;Regressão linear;1;0.029088821418220577;0.014896703228791743;0.002963394806672075;9.859463258143255e-05;0.01068
Repasse por população;Bloco saúde individual;XGBoost;1;-0.005283951759338379;0.028475161964351247;0.003068145178258419;0.0001217592106793748;0.01068
Repasse por população;Bloco saúde individual;MLP;1;0.02774999141693115;0.012733175985656197;0.0029676244128495457;0.00010020971722671159;0.01068
Repasse por população;Bloco saúde individual;Regressão linear;2;0.014696158458595242;0.015223227023792616;0.013248402474450572;0.0016406932131080687;0.01133
Repasse por população;Bloco saúde individual;XGBoost;2;-0.13287570476531982;0.09820371823875328;0.015076662600040435;0.0008244297260309361;0.01133
Repasse por população;Bloco saúde individual;MLP;2;0.074131441116333;0.029037968330739763;0.012409582361578941;0.0012410794877476764;0.01133
Repasse por população;Bloco saaúde resumido;Regressão linear;0;0.06039541723886643;0.021812416925885512;0.013514869506382959;0.001098590837111049;0.01358
Repasse por população;Bloco saaúde resumido;XGBoost;0;-0.07597450017929078;0.08818832685847032;0.015466033108532428;0.0017009739265377815;0.01358
Repasse por população;Bloco saaúde resumido;MLP;0;-0.0005070924758911133;0.0007343025922590685;0.01439009066671133;0.0011235929503521942;0.01358
Repasse por população;Bloco saaúde resumido;Regressão linear;1;0.08859610648396728;0.027540703434843092;0.009698209908960833;0.0008830916330730059;0.01066
Repasse por população;Bloco saaúde resumido;XGBoost;1;-0.12404408454895019;0.033826177800866795;0.011963507160544395;0.0011228780639157877;0.01066
Repasse por população;Bloco saaúde resumido;MLP;1;-0.001228022575378418;0.0009764757422842479;0.010640042088925838;0.0007110847537867869;0.01066
Repasse por população;Bloco saúde completo;Regressão linear;0;0.03265054622517098;0.014612154120511516;0.013629771604008658;0.0007663739942976732;0.01392
Repasse por população;Bloco saúde completo;XGBoost;0;-0.014750659465789795;0.04239585424927492;0.014286612346768379;0.0007885031269427345;0.01392
Repasse por população;Bloco saúde completo;MLP;0;0.053348731994628903;0.024620869374125786;0.013344007171690464;0.0008813040739907408;0.01392
Repasse por população;Bloco saúde completo;Regressão linear;1;0.07674857477074808;0.01985752011614051;0.01023078034006167;0.0003593039764028914;0.01260
Repasse por população;Bloco saúde completo;XGBoost;1;-0.07152886390686035;0.05225054130879294;0.011857717670500279;0.00023554106636155696;0.01260
Repasse por população;Bloco saúde completo;MLP;1;0.10440123081207275;0.025294868946247464;0.009922100976109505;0.00032811618001593476;0.01260
Repasse por população;Todos atributos independentes;Regressão linear;0;0.16062904196675848;0.029703673854847557;0.012757041500703493;0.001240024782589656;0.01880
Repasse por população;Todos atributos independentes;XGBoost;0;0.43812023401260375;0.015998357690316538;0.008536639530211687;0.0007928222695399517;0.01880
Repasse por população;Todos atributos independentes;MLP;0;0.23707660436630248;0.021440191397695808;0.01161749567836523;0.0013242575887510767;0.01880
Repasse por população;Todos atributos independentes;Regressão linear;1;0.2315772808360792;0.024997427074729815;0.007346573705773625;0.0008345564128714924;0.01752
Repasse por população;Todos atributos independentes;XGBoost;1;0.38722953796386717;0.036920358510180745;0.0058652318082749845;0.000766641345042906;0.01752
Repasse por população;Todos atributos independentes;MLP;1;0.26541616916656496;0.016604018399784176;0.007004309259355068;0.0005804035017475098;0.01752
