Dependente,Independente,Modelo,Grupo,R2 médio,R2 desvio,MSE médio,MSE desvio,Tempo de execução
Repasse por beneficiário,Bloco saúde completo,MLP,1,0.025496,0.015734,0.005666,0.000351,47.533929
Repasse por beneficiário,Bloco saúde completo,XGBoost,1,-0.130495,0.045787,0.006559,0.000221,2.120075
Repasse por beneficiário,Todos atributos independentes,Regressão linear,0,0.307578,0.014806,0.002840,0.000110,0.016888
Repasse por beneficiário,Todos atributos independentes,MLP,0,0.218380,0.202691,0.003211,0.000855,37.565466
Repasse por beneficiário,Todos atributos independentes,XGBoost,0,0.362607,0.031864,0.002617,0.000188,3.587175
Repasse por beneficiário,Todos atributos independentes,Regressão linear,1,0.081041,0.013726,0.005379,0.000456,0.017636
Repasse por beneficiário,Todos atributos independentes,MLP,1,0.130452,0.016875,0.005088,0.000419,45.133038
Repasse por beneficiário,Todos atributos independentes,XGBoost,1,0.063462,0.045657,0.005473,0.000428,3.781876
Repasse por população,Idese,Regressão linear,0,0.040924,0.010536,0.015419,0.001850,0.010305
Repasse por população,Idese,MLP,0,-0.004124,0.004676,0.016154,0.002029,41.281185
Repasse por população,Idese,XGBoost,0,0.034032,0.041017,0.015523,0.001923,0.884394
Repasse por população,Idese,Regressão linear,1,0.026264,0.006116,0.004504,0.000279,0.010265
Repasse por população,Idese,MLP,1,0.062278,0.009518,0.004336,0.000260,43.576102
Repasse por população,Idese,XGBoost,1,0.013361,0.010663,0.004561,0.000239,0.760863
Repasse por população,Blocos individuais,Regressão linear,0,0.043561,0.020589,0.015331,0.001374,0.012386
Repasse por população,Blocos individuais,MLP,0,0.046928,0.018386,0.015273,0.001314,40.437023
Repasse por população,Blocos individuais,XGBoost,0,-0.081267,0.069307,0.017261,0.000955,1.550979
Repasse por população,Blocos individuais,Regressão linear,1,0.079381,0.003395,0.006199,0.000440,0.009799
Repasse por população,Blocos individuais,MLP,1,0.080961,0.048330,0.006197,0.000636,46.045141
Repasse por população,Blocos individuais,XGBoost,1,-0.102389,0.044159,0.007413,0.000462,1.527476
Repasse por população,Bloco educação individual,Regressão linear,0,0.002440,0.028808,0.013106,0.002613,0.009534
Repasse por população,Bloco educação individual,MLP,0,0.095320,0.044486,0.011842,0.002179,25.050922
Repasse por população,Bloco educação individual,XGBoost,0,-0.059108,0.069263,0.013778,0.002119,0.792354
Repasse por população,Bloco educação individual,Regressão linear,1,0.001160,0.004114,0.002998,0.000104,0.011243
Repasse por população,Bloco educação individual,MLP,1,-0.028648,0.044112,0.003085,0.000129,45.206367
Repasse por população,Bloco educação individual,XGBoost,1,-0.021056,0.012882,0.003064,0.000087,0.783661
Repasse por população,Bloco educação individual,Regressão linear,2,0.052898,0.014678,0.005890,0.000386,0.010319
Repasse por população,Bloco educação individual,MLP,2,0.086956,0.028116,0.005675,0.000339,30.340925
Repasse por população,Bloco educação individual,XGBoost,2,-0.026643,0.058181,0.006373,0.000377,0.789983
Repasse por população,Bloco educação resumido,Regressão linear,0,0.117602,0.024945,0.012776,0.001305,0.009501
Repasse por população,Bloco educação resumido,MLP,0,0.172327,0.037857,0.011977,0.001285,34.937207
Repasse por população,Bloco educação resumido,XGBoost,0,0.154200,0.058754,0.012187,0.000859,1.613263
Repasse por população,Bloco educação resumido,Regressão linear,1,0.155469,0.014684,0.011252,0.000185,0.010126
Repasse por população,Bloco educação resumido,MLP,1,0.188832,0.019495,0.010808,0.000261,57.005682
Repasse por população,Bloco educação resumido,XGBoost,1,0.110462,0.033824,0.011845,0.000226,1.755651
Repasse por população,Bloco educação completo,Regressão linear,0,0.148292,0.023890,0.013028,0.000562,0.011761
Repasse por população,Bloco educação completo,MLP,0,-0.001497,0.001657,0.015343,0.000969,38.213457
Repasse por população,Bloco educação completo,XGBoost,0,0.389244,0.061415,0.009345,0.001017,1.790938
Repasse por população,Bloco educação completo,Regressão linear,1,0.149735,0.014754,0.010193,0.000593,0.011675
Repasse por população,Bloco educação completo,MLP,1,-0.002004,0.001294,0.012006,0.000529,49.635082
Repasse por população,Bloco educação completo,XGBoost,1,0.295303,0.037206,0.008440,0.000532,2.160092
Repasse por população,Bloco renda individual,Regressão linear,0,-0.001203,0.001046,0.004611,0.000229,0.009460
Repasse por população,Bloco renda individual,MLP,0,0.008871,0.020531,0.004567,0.000285,46.106819
Repasse por população,Bloco renda individual,XGBoost,0,-0.053027,0.020246,0.004847,0.000197,0.747265
Repasse por população,Bloco renda individual,Regressão linear,1,0.006970,0.010217,0.015816,0.002113,0.010150
Repasse por população,Bloco renda individual,MLP,1,0.092265,0.019644,0.014445,0.001822,41.141574
Repasse por população,Bloco renda individual,XGBoost,1,0.028432,0.028318,0.015461,0.001976,0.915573
Repasse por população,Bloco renda completo,Regressão linear,0,0.025730,0.010810,0.015611,0.001500,0.012037
Repasse por população,Bloco renda completo,MLP,0,0.070782,0.037810,0.014870,0.001327,44.555033
Repasse por população,Bloco renda completo,XGBoost,0,-0.201817,0.090444,0.019150,0.001223,1.447485
Repasse por população,Bloco renda completo,Regressão linear,1,0.136146,0.032881,0.005968,0.000603,0.010841
Repasse por população,Bloco renda completo,MLP,1,-0.002517,0.001949,0.006914,0.000514,41.551433
Repasse por população,Bloco renda completo,XGBoost,1,-0.080798,0.047031,0.007446,0.000565,1.426137
Repasse por população,Bloco saúde individual,Regressão linear,0,0.069836,0.033196,0.004804,0.000222,0.010270
Repasse por população,Bloco saúde individual,MLP,0,0.058920,0.038336,0.004859,0.000192,37.228827
Repasse por população,Bloco saúde individual,XGBoost,0,0.016320,0.031853,0.005089,0.000363,0.763119
Repasse por população,Bloco saúde individual,Regressão linear,1,0.029089,0.014897,0.002963,0.000099,0.009050
Repasse por população,Bloco saúde individual,MLP,1,0.043677,0.017664,0.002920,0.000120,40.591128
Repasse por população,Bloco saúde individual,XGBoost,1,-0.005284,0.028475,0.003068,0.000122,0.770533
Repasse por população,Bloco saúde individual,Regressão linear,2,0.014696,0.015223,0.013248,0.001641,0.008914
Repasse por população,Bloco saúde individual,MLP,2,0.082555,0.030736,0.012301,0.001285,23.179542
Repasse por população,Bloco saúde individual,XGBoost,2,-0.132876,0.098204,0.015077,0.000824,0.801591
Repasse por população,Bloco saúde resumido,Regressão linear,0,0.060395,0.021812,0.013515,0.001099,0.011181
Repasse por população,Bloco saúde resumido,MLP,0,0.075407,0.045802,0.013322,0.001445,41.636081
Repasse por população,Bloco saúde resumido,XGBoost,0,-0.075975,0.088188,0.015466,0.001701,1.637746
Repasse por população,Bloco saúde resumido,Regressão linear,1,0.088596,0.027541,0.009698,0.000883,0.010003
Repasse por população,Bloco saúde resumido,MLP,1,0.093298,0.025544,0.009648,0.000873,47.069485
Repasse por população,Bloco saúde resumido,XGBoost,1,-0.124044,0.033826,0.011964,0.001123,1.587614
Repasse por população,Bloco saúde completo,Regressão linear,0,0.032651,0.014612,0.013630,0.000766,0.013143
Repasse por população,Bloco saúde completo,MLP,0,0.069271,0.024464,0.013121,0.000888,41.457690
Repasse por população,Bloco saúde completo,XGBoost,0,-0.014751,0.042396,0.014287,0.000789,2.109528
Repasse por população,Bloco saúde completo,Regressão linear,1,0.076749,0.019858,0.010231,0.000359,0.011849
Repasse por população,Bloco saúde completo,MLP,1,0.104408,0.033710,0.009920,0.000350,44.749322
Repasse por população,Bloco saúde completo,XGBoost,1,-0.071529,0.052251,0.011858,0.000236,2.236979
Repasse por população,Todos atributos independentes,Regressão linear,0,0.160629,0.029704,0.012757,0.001240,0.015694
Repasse por população,Todos atributos independentes,MLP,0,0.212981,0.111408,0.012108,0.002942,42.597780
Repasse por população,Todos atributos independentes,XGBoost,0,0.438120,0.015998,0.008537,0.000793,3.701384
Repasse por população,Todos atributos independentes,Regressão linear,1,0.231577,0.024997,0.007347,0.000835,0.016001
Repasse por população,Todos atributos independentes,MLP,1,0.291208,0.029485,0.006775,0.000779,44.195781
Repasse por população,Todos atributos independentes,XGBoost,1,0.387230,0.036920,0.005865,0.000767,3.922435
